"","Object","velocity","orbits","size"
"4822","(2016 XH1)",13.6854666666667,3,520
"4823","(2016 XH2)",4.6128,7,360
"4824","(2016 XJ2)",6.30815555555556,9,86
"4825","(2016 XK18)",5.518,1,75
"4826","(2016 XM)",7.38833333333333,6,590
"4827","(2016 XO23)",9.0644,12,430
"4828","(2016 XR1)",4.464,2,86
"4829","(2016 XR23)",3.96268571428571,21,49
"4830","(2016 XS1)",11.1786,2,160
"4831","(2016 XV17)",9.1822,1,68
"4832","(2016 XZ1)",10.53845,4,450
"4833","(2016 YA1)",6.32794545454545,22,110
"4834","(2016 YB11)",6.7332,1,280
"4835","(2016 YB8)",6.8324,2,75
"4836","(2016 YC8)",4.53082222222222,27,71
"4837","(2016 YE)",3.3387,4,39
"4838","(2016 YE11)",4.34,1,750
"4839","(2016 YF11)",6.73444,5,430
"4840","(2016 YH)",6.53342222222222,9,47
"4841","(2016 YK4)",5.0778,6,36
"4842","(2016 YM)",6.6898,1,230
"4843","(2016 YM1)",4.3834,2,230
"4844","(2016 YM4)",12.0807,2,200
"4845","(2016 YN1)",4.30084210526316,19,110
"4846","(2016 YN4)",11.5878,1,680
"4847","(2016 YO3)",8.58768888888889,9,570
"4848","(2016 YP4)",1.9003,2,24
"4849","(2016 YQ)",4.09448,5,65
"4850","(2016 YR)",4.6035,2,22
"4851","(2016 YT8)",10.29448,5,490
"4852","(2016 YW7)",10.6121157894737,19,470
"4853","(2016 YX7)",6.50752,5,330
"4854","(2016 YY10)",5.7908,1,39
"4855","(2016 YZ)",6.83653333333333,3,330
"4856","(2017 AB14)",7.0618,1,100
"4857","(2017 AE3)",13.919,1,260
"4858","(2017 AF3)",6.63569090909091,11,52
"4859","(2017 AG13)",9.31705,4,36
"4860","(2017 AG5)",5.78412307692308,13,190
"4861","(2017 AH13)",12.4177142857143,7,340
"4862","(2017 AH3)",6.25859,20,130
"4863","(2017 AK3)",5.9768,2,71
"4864","(2017 AL4)",7.54788,5,150
"4865","(2017 AM4)",19.6619714285714,7,900
"4866","(2017 AN19)",8.61304,5,710
"4867","(2017 AP4)",6.3302,6,25
"4868","(2017 AQ19)",6.77866666666667,6,430
"4869","(2017 AR4)",3.28930666666667,15,65
"4870","(2017 AT4)",3.4751,2,28
"4871","(2017 AX3)",7.1734,1,160
"4872","(2017 AY3)",9.09805714285714,7,450
"4873","(2017 AZ13)",7.1272875,16,260
"4874","(2017 AZ3)",7.0556,2,5.9
"4875","(2017 BA7)",11.7552,1,14
"4876","(2017 BB30)",3.8254,10,54
"4877","(2017 BB7)",4.53271666666667,12,16
"4878","(2017 BD29)",5.99324347826087,23,270
"4879","(2017 BF136)",12.8309,2,36
"4880","(2017 BF29)",2.26351666666667,12,45
"4881","(2017 BF30)",2.67468,35,86
"4882","(2017 BG136)",9.331,2,38
"4883","(2017 BG30)",3.2519,2,7.8
"4884","(2017 BH30)",7.99593333333333,3,10
"4885","(2017 BJ30)",6.5348,2,27
"4886","(2017 BK123)",15.0288,7,570
"4887","(2017 BK92)",12.01932,15,430
"4888","(2017 BL123)",3.348,1,57
"4889","(2017 BL3)",14.7467,4,490
"4890","(2017 BL30)",4.464,13,130
"4891","(2017 BL32)",14.0027,2,470
"4892","(2017 BL6)",3.7696,8,340
"4893","(2017 BM123)",4.836,22,110
"4894","(2017 BM3)",6.03415,20,150
"4895","(2017 BM31)",6.30057777777778,9,430
"4896","(2017 BM93)",8.3266,1,30
"4897","(2017 BN3)",5.2049,2,68
"4898","(2017 BN32)",4.20566666666667,3,65
"4899","(2017 BN6)",7.0308,1,20
"4900","(2017 BN91)",6.6154,2,78
"4901","(2017 BO3)",10.5999333333333,3,340
"4902","(2017 BO30)",8.4847,2,99
"4903","(2017 BO31)",15.0102,2,750
"4904","(2017 BO32)",6.36470434782609,23,82
"4905","(2017 BO6)",4.63277777777778,9,36
"4906","(2017 BO91)",5.23073333333333,3,62
"4907","(2017 BP30)",6.727,2,38
"4908","(2017 BP31)",12.4248,2,650
"4909","(2017 BP32)",8.0352,1,140
"4910","(2017 BQ32)",5.0034,2,26
"4911","(2017 BQ6)",7.09988571428571,7,310
"4912","(2017 BQ93)",14.313475,8,540
"4913","(2017 BR31)",8.99,1,330
"4914","(2017 BR6)",6.10984166666667,24,16
"4915","(2017 BS32)",7.194325,8,22
"4916","(2017 BS5)",4.03,19,86
"4917","(2017 BS6)",5.25191666666667,12,140
"4918","(2017 BT)",3.83056666666667,6,220
"4919","(2017 BU)",4.77488571428571,7,57
"4920","(2017 BU32)",4.2377,2,30
"4921","(2017 BU6)",5.9272,2,210
"4922","(2017 BV93)",3.13325454545455,22,62
"4923","(2017 BW)",3.26385714285714,21,120
"4924","(2017 BW30)",7.9298,19,100
"4925","(2017 BX)",6.5162,1,15
"4926","(2017 BX5)",4.7554,2,47
"4927","(2017 BX6)",4.78795,4,86
"4928","(2017 BY)",5.3537,2,47
"4929","(2017 BY32)",3.11488,5,33
"4930","(2017 BY93)",11.3082833333333,12,140
"4931","(2017 BZ6)",2.4839037037037,27,36
"4932","(2017 BZ93)",15.3016,1,62
"4933","(2017 CF32)",3.35025454545455,11,36
"4934","(2017 CG1)",2.635,1,140
"4935","(2017 CH1)",10.9802,3,1600
"4936","(2017 CM32)",11.12745,4,650
"4937","(2017 CN1)",8.25332727272727,11,680
"4938","(2017 CO1)",8.9218,3,120
"4939","(2017 CP)",4.88146666666667,6,23
"4940","(2017 CP1)",4.3028,10,71
"4941","(2017 CP32)",6.24216,5,94
"4942","(2017 CQ1)",2.74246666666667,3,78
"4943","(2017 CR1)",5.7598,1,16
"4944","(2017 CR32)",4.34413333333333,6,220
"4945","(2017 CS)",7.4245,6,650
"4946","(2017 CT)",6.541,1,26
"4947","(2017 CW1)",7.3191,18,310
"4948","(2017 CX1)",3.1186,1,14
"4949","(2017 CX31)",6.8665,2,57
"4950","(2017 DA109)",2.4273,2,110
"4951","(2017 DA36)",4.74988888888889,9,57
"4952","(2017 DA38)",5.0592,5,62
"4953","(2017 DB)",4.8298,4,24
"4954","(2017 DB38)",4.06875,28,94
"4955","(2017 DC109)",3.0752,1,150
"4956","(2017 DC36)",5.27487142857143,28,230
"4957","(2017 DD)",4.9662,1,140
"4958","(2017 DE)",9.86685714285714,7,130
"4959","(2017 DF38)",5.76255555555556,9,38
"4960","(2017 DG16)",5.6048,2,8.2
"4961","(2017 DJ16)",9.0396,1,41
"4962","(2017 DK109)",6.882,1,240
"4963","(2017 DK34)",8.401,1,26
"4964","(2017 DO109)",3.4286,1,65
"4965","(2017 DO34)",4.2408,1,110
"4966","(2017 DP34)",5.21544,10,86
"4967","(2017 DQ35)",8.390925,8,170
"4968","(2017 DQ37)",8.184,2,940
"4969","(2017 DR109)",5.22925714285714,14,18
"4970","(2017 DR34)",7.29016666666667,6,8.6
"4971","(2017 DR35)",5.44153333333333,3,33
"4972","(2017 DS109)",7.3594,3,38
"4973","(2017 DS36)",7.3656,1,410
"4974","(2017 DS37)",3.49190526315789,19,21
"4975","(2017 DT35)",10.3788,1,410
"4976","(2017 DU34)",8.14085833333333,24,26
"4977","(2017 DU36)",7.7314,1,62
"4978","(2017 DU37)",1.5872,1,52
"4979","(2017 DV15)",5.28705,4,54
"4980","(2017 DV35)",4.5198,2,22
"4981","(2017 DV36)",7.1796,2,16
"4982","(2017 DV37)",3.44255,4,570
"4983","(2017 DW35)",12.9208,2,220
"4984","(2017 DX34)",7.13,1,54
"4985","(2017 DY35)",9.0086,3,65
"4986","(2017 EA)",13.8198,1,4.1
"4987","(2017 EB3)",2.42368333333333,12,62
"4988","(2017 EC)",4.30486666666667,3,360
"4989","(2017 EC3)",5.98831428571429,7,190
"4990","(2017 ED)",4.3276,6,33
"4991","(2017 ED3)",3.86378095238095,21,86
"4992","(2017 ED4)",9.90264,5,780
"4993","(2017 EE23)",8.94370666666667,15,270
"4994","(2017 EE3)",5.5242,3,38
"4995","(2017 EG3)",6.4294,1,31
"4996","(2017 EH)",10.8872,6,520
"4997","(2017 EH1)",7.5028,31,140
"4998","(2017 EH4)",6.107,1,90
"4999","(2017 EJ)",14.4274,1,49
"5000","(2017 EJ1)",8.6366,1,17
"5001","(2017 EK)",7.35733333333333,6,90
"5002","(2017 EL)",5.62133333333333,3,57
"5003","(2017 EN)",10.4098,4,450
"5004","(2017 EQ13)",11.6095,2,620
"5005","(2017 ER13)",7.6663,2,300
"5006","(2017 ER22)",10.6746285714286,7,750
"5007","(2017 ES2)",12.972725,8,780
"5008","(2017 EU)",14.1690666666667,3,520
"5009","(2017 EU2)",6.0512,2,52
"5010","(2017 EV)",4.6624,1,26
"5011","(2017 EV2)",11.3139666666667,12,410
"5012","(2017 EW2)",4.7647,2,130
"5013","(2017 EY2)",9.61,1,270
"5014","(2017 EZ2)",6.3736,2,57
"5015","(2017 FA65)",4.2191,4,100
"5016","(2017 FB157)",4.0982,1,17
"5017","(2017 FB3)",2.90986666666667,6,39
"5018","(2017 FC157)",6.49346666666667,3,160
"5019","(2017 FC3)",9.4798,8,110
"5020","(2017 FC65)",15.066,1,43
"5021","(2017 FD1)",12.648,1,310
"5022","(2017 FD157)",8.20105,4,210
"5023","(2017 FD3)",9.2876,1,17
"5024","(2017 FD65)",3.60375,4,180
"5025","(2017 FE1)",6.6216,1,570
"5026","(2017 FE101)",18.9069,2,900
"5027","(2017 FE128)",9.57745,4,250
"5028","(2017 FE157)",5.3258,1,100
"5029","(2017 FE3)",5.26114285714286,7,140
"5030","(2017 FE65)",9.21568,5,450
"5031","(2017 FE90)",17.2194666666667,3,750
"5032","(2017 FF128)",7.69006666666667,3,49
"5033","(2017 FF3)",3.03386666666667,3,24
"5034","(2017 FG1)",7.23333333333333,9,43
"5035","(2017 FG101)",4.3586,1,34
"5036","(2017 FG128)",10.9244,1,220
"5037","(2017 FG3)",6.75335,4,140
"5038","(2017 FH101)",6.729325,8,190
"5039","(2017 FH128)",7.29326666666667,18,280
"5040","(2017 FJ)",6.107,1,14
"5041","(2017 FJ101)",6.2341,6,13
"5042","(2017 FJ3)",3.9587,2,6.2
"5043","(2017 FJ63)",2.5854,1,82
"5044","(2017 FJ90)",12.0032,2,900
"5045","(2017 FK)",6.5038,3,20
"5046","(2017 FK102)",13.0138,1,490
"5047","(2017 FK128)",3.9463,2,150
"5048","(2017 FL128)",7.31555714285714,14,210
"5049","(2017 FL64)",2.3994,2,12
"5050","(2017 FM1)",7.502,2,7.5
"5051","(2017 FM127)",4.87365925925926,27,45
"5052","(2017 FM128)",8.3204,1,210
"5053","(2017 FM2)",2.50996666666667,6,45
"5054","(2017 FM90)",9.5635,4,310
"5055","(2017 FN)",6.0574,1,190
"5056","(2017 FN1)",11.5733333333333,3,4.5
"5057","(2017 FN127)",5.54435,8,45
"5058","(2017 FN64)",9.4302,1,220
"5059","(2017 FN90)",11.4204,1,210
"5060","(2017 FO127)",6.2992,1,26
"5061","(2017 FO90)",4.2222,1,340
"5062","(2017 FO91)",4.4144,4,57
"5063","(2017 FP101)",2.71973333333333,3,68
"5064","(2017 FP2)",9.5046,1,470
"5065","(2017 FP91)",2.852,1,47
"5066","(2017 FQ101)",4.5632,1,59
"5067","(2017 FQ102)",7.8244,1,130
"5068","(2017 FQ127)",9.14057142857143,14,33
"5069","(2017 FQ128)",5.3816,1,280
"5070","(2017 FQ63)",6.0171,4,57
"5071","(2017 FQ64)",5.7939,4,410
"5072","(2017 FQ91)",8.9838,2,54
"5073","(2017 FR)",4.00974666666667,15,54
"5074","(2017 FR102)",7.72396,5,75
"5075","(2017 FR2)",4.6376,6,150
"5076","(2017 FR63)",3.59528461538462,26,36
"5077","(2017 FR91)",6.083,31,25
"5078","(2017 FS101)",5.33975,4,94
"5079","(2017 FS128)",16.3122,1,86
"5080","(2017 FS64)",5.45724,5,120
"5081","(2017 FS91)",5.64312727272727,11,33
"5082","(2017 FT101)",9.1016,7,43
"5083","(2017 FT102)",1.88376666666667,6,7.5
"5084","(2017 FT90)",5.115,2,38
"5085","(2017 FU102)",5.4715,2,11
"5086","(2017 FU64)",10.1132333333333,6,100
"5087","(2017 FU90)",11.3886954545455,44,54
"5088","(2017 FV)",9.53301666666667,12,71
"5089","(2017 FW128)",4.5942,2,19
"5090","(2017 FW2)",8.6304,1,45
"5091","(2017 FW90)",3.55147272727273,11,14
"5092","(2017 FX101)",6.91874074074074,27,52
"5093","(2017 FX2)",1.9902,2,38
"5094","(2017 FX64)",12.1168666666667,3,570
"5095","(2017 FY101)",6.92833684210526,19,22
"5096","(2017 FZ)",11.3026,1,130
"5097","(2017 FZ2)",4.94355652173913,23,28
"5098","(2017 GB8)",14.612625,8,650
"5099","(2017 GJ4)",6.5813,2,39
"5100","(2017 GK4)",8.75821538461538,13,270
"5101","(2017 GK6)",6.3612,1,43
"5102","(2017 GL4)",4.4702,1,39
"5103","(2017 GL6)",6.324,1,140
"5104","(2017 GL7)",6.01234666666667,15,160
"5105","(2017 GM6)",3.15063333333333,6,38
"5106","(2017 GM7)",11.9102,2,1000
"5107","(2017 GO4)",4.27914814814815,27,59
"5108","(2017 GO5)",5.33045,4,45
"5109","(2017 GP6)",9.0644,3,360
"5110","(2017 GQ4)",2.62053333333333,3,120
"5111","(2017 GQ6)",9.8022,3,940
"5112","(2017 GS6)",5.22591111111111,18,65
"5113","(2017 GT5)",7.50561666666667,12,330
"5114","(2017 GV6)",10.1246,2,160
"5115","(2017 GX6)",3.830825,8,22
"5116","(2017 HA1)",6.6836,12,140
"5117","(2017 HA5)",5.9613,2,19
"5118","(2017 HB1)",5.08441333333333,15,33
"5119","(2017 HC1)",19.0278,1,410
"5120","(2017 HC49)",10.4368545454545,11,210
"5121","(2017 HD)",10.6516,1,27
"5122","(2017 HE)",6.97965,8,27
"5123","(2017 HE49)",3.30584,5,110
"5124","(2017 HG)",8.4072,1,34
"5125","(2017 HG1)",4.95645714285714,7,19
"5126","(2017 HG2)",3.5402,5,250
"5127","(2017 HG4)",4.2129,2,17
"5128","(2017 HH)",8.51632,5,780
"5129","(2017 HJ)",9.82011111111111,9,20
"5130","(2017 HJ49)",9.0768,2,140
"5131","(2017 HK1)",1.63857142857143,14,57
"5132","(2017 HN3)",6.66706666666667,6,280
"5133","(2017 HN49)",5.32166666666667,3,300
"5134","(2017 HP3)",10.45165,8,300
"5135","(2017 HP49)",5.9644,1,160
"5136","(2017 HQ3)",5.1584,2,43
"5137","(2017 HQ49)",6.11072,10,140
"5138","(2017 HS)",7.99645,4,330
"5139","(2017 HS3)",4.2222,3,45
"5140","(2017 HS49)",2.7776,1,160
"5141","(2017 HT2)",7.81613333333333,6,1200
"5142","(2017 HT49)",5.8094,16,38
"5143","(2017 HU2)",2.7807,2,39
"5144","(2017 HU49)",2.4924,6,30
"5145","(2017 HV2)",6.5596,3,9.9
"5146","(2017 HV3)",3.43552941176471,17,110
"5147","(2017 HV4)",3.03593333333333,3,90
"5148","(2017 HW1)",11.72885,4,2000
"5149","(2017 HW4)",8.81984444444444,9,230
"5150","(2017 HX)",7.7531,4,86
"5151","(2017 HX3)",7.59728421052632,19,260
"5152","(2017 HY)",7.0308,2,19
"5153","(2017 HY4)",3.51333333333333,3,47
"5154","(2017 HY50)",12.2016,1,570
"5155","(2017 HZ)",4.44244761904762,21,24
"5156","(2017 HZ4)",3.9340347826087,23,41
"5157","(2017 HZ48)",5.4436,2,54
"5158","(2017 JA)",12.1706,1,9
"5159","(2017 JA2)",7.26175,4,65
"5160","(2017 JB)",2.3901,4,120
"5161","(2017 JB2)",2.11523333333333,6,9
"5162","(2017 JD3)",9.45086666666667,3,270
"5163","(2017 JE3)",11.9939,2,230
"5164","(2017 JF3)",6.51465,12,270
"5165","(2017 JJ2)",9.9386,3,57
"5166","(2017 JL2)",10.0485090909091,11,300
"5167","(2017 JM2)",9.54593333333333,6,82
"5168","(2017 JQ1)",6.91961333333333,15,8.2
"5169","(2017 JS1)",6.03942,10,47
"5170","(2017 JT1)",10.6516,1,200
"5171","(2017 JT2)",17.5336,1,1000
"5172","(2017 JU1)",3.2178,3,62
"5173","(2017 JU2)",4.3865,4,1200
"5174","(2017 JW1)",12.88732,5,280
"5175","(2017 KA5)",5.07408,5,45
"5176","(2017 KB3)",7.18166666666667,6,57
"5177","(2017 KD3)",6.62714736842105,19,210
"5178","(2017 KD5)",16.93282,20,650
"5179","(2017 KE5)",5.8745,2,330
"5180","(2017 KF3)",9.3434,1,71
"5181","(2017 KG3)",9.9944,2,68
"5182","(2017 KJ27)",9.99316,5,49
"5183","(2017 KJ32)",2.57506666666667,3,9.9
"5184","(2017 KN27)",12.71,1,49
"5185","(2017 KN34)",21.483,1,680
"5186","(2017 KN4)",5.24892,5,450
"5187","(2017 KP27)",2.976,1,41
"5188","(2017 KR27)",8.336675,8,120
"5189","(2017 KR31)",5.5769,2,90
"5190","(2017 KR34)",2.9388,1,570
"5191","(2017 KS31)",4.185,7,270
"5192","(2017 KS34)",2.2692,1,49
"5193","(2017 KT34)",4.5756,1,190
"5194","(2017 KU34)",3.50963255813953,43,110
"5195","(2017 KU4)",4.4826,1,100
"5196","(2017 KV4)",6.35322857142857,7,220
"5197","(2017 KW31)",7.91585,4,30
"5198","(2017 KX4)",5.2855,2,78
"5199","(2017 KY4)",6.036475,8,68
"5200","(2017 KZ2)",10.5462,1,59
"5201","(2017 KZ4)",17.8157,8,430
"5202","(2017 LA)",15.1466,8,540
"5203","(2017 LD)",2.9512,1,19
"5204","(2017 LE)",6.0512,4,31
"5205","(2017 LE1)",4.77693684210526,19,43
"5206","(2017 LF)",7.192,1,65
"5207","(2017 LG1)",4.7306,1,82
"5208","(2017 LP1)",6.9006,1,260
"5209","(2017 LU)",7.4927,2,1100
"5210","(2017 LW)",2.1576,1,49
"5211","(2017 LX)",10.32672,5,33
"5212","(2017 MA)",7.6198,2,270
"5213","(2017 MA3)",8.5033,2,25
"5214","(2017 MA5)",5.3754,12,43
"5215","(2017 MB1)",13.91125,4,1000
"5216","(2017 MB3)",5.21753846153846,13,49
"5217","(2017 MB4)",2.263,2,190
"5218","(2017 MB5)",7.9732,1,180
"5219","(2017 MC3)",8.68137777777778,9,90
"5220","(2017 MC4)",11.222,2,240
"5221","(2017 MC5)",4.4764,1,330
"5222","(2017 ME4)",5.30306666666667,3,34
"5223","(2017 MF)",5.65646666666667,3,28
"5224","(2017 MF7)",6.7704,1,39
"5225","(2017 MJ8)",11.5413,2,490
"5226","(2017 MK)",4.6996,1,52
"5227","(2017 ML7)",4.65826666666667,3,190
"5228","(2017 MM)",4.77606666666667,3,240
"5229","(2017 MM8)",12.0610666666667,3,170
"5230","(2017 MN7)",7.62228,5,280
"5231","(2017 MN8)",15.531,1,820
"5232","(2017 MQ7)",7.161,5,140
"5233","(2017 MT8)",4.04926428571429,28,140
"5234","(2017 MU7)",3.4596,1,470
"5235","(2017 MU8)",7.5698125,16,300
"5236","(2017 MV2)",5.6358,3,410
"5237","(2017 MW4)",10.9012909090909,11,570
"5238","(2017 MW7)",7.51801666666667,12,380
"5239","(2017 MX4)",4.51566666666667,6,430
"5240","(2017 MY8)",3.782,2,300
"5241","(2017 MZ)",8.587,1,180
"5242","(2017 MZ2)",6.67946666666667,9,45
"5243","(2017 MZ3)",10.6028857142857,21,220
"5244","(2017 NB)",5.6048,1,62
"5245","(2017 NB7)",5.4219,2,120
"5246","(2017 NC)",4.7926,1,43
"5247","(2017 ND)",4.15555,8,68
"5248","(2017 NH)",5.66632307692308,13,300
"5249","(2017 NK)",5.32948125,32,340
"5250","(2017 NL6)",3.348,1,990
"5251","(2017 NM6)",19.49435,4,1000
"5252","(2017 NN6)",16.3246,1,570
"5253","(2017 NQ6)",9.68705714285714,7,860
"5254","(2017 NR6)",10.4563,2,240
"5255","(2017 NS5)",14.6681666666667,18,430
"5256","(2017 NT5)",12.2202,2,160
"5257","(2017 NV5)",10.7342666666667,3,540
"5258","(2017 NX5)",6.5472,1,86
"5259","(2017 OA)",9.04861818181818,11,570
"5260","(2017 OB20)",3.9556,1,38
"5261","(2017 OC)",5.90653333333333,3,470
"5262","(2017 OD1)",3.534,1,490
"5263","(2017 OE20)",4.0672,8,52
"5264","(2017 OE7)",6.386,1,34
"5265","(2017 OF7)",5.8342,2,130
"5266","(2017 OM1)",9.74795,8,120
"5267","(2017 OO1)",6.43729090909091,11,75
"5268","(2017 OO19)",5.1739,2,120
"5269","(2017 OP19)",10.2899333333333,3,710
"5270","(2017 OR68)",8.20525714285714,7,250
"5271","(2017 OU18)",9.64265333333333,30,99
"5272","(2017 OX18)",6.8076,1,270
"5273","(2017 OX67)",6.8758,1,120
"5274","(2017 PA27)",2.8954,2,310
"5275","(2017 PC27)",4.3276,3,340
"5276","(2017 PE)",5.57793333333333,6,78
"5277","(2017 PF)",4.48053333333333,3,160
"5278","(2017 PJ26)",8.153,1,820
"5279","(2017 PK25)",10.21264,5,52
"5280","(2017 PL26)",6.41514,10,220
"5281","(2017 PM26)",9.68164444444444,9,360
"5282","(2017 PQ24)",10.0998,1,130
"5283","(2017 PR25)",9.40075,4,360
"5284","(2017 PS25)",4.08786666666667,3,310
"5285","(2017 PT25)",13.0696,2,860
"5286","(2017 PV25)",3.73972727272727,11,71
"5287","(2017 PV26)",7.4927,2,340
"5288","(2017 PX24)",5.62092,10,300
"5289","(2017 QB)",5.89,1,140
"5290","(2017 QB2)",4.3256,31,78
"5291","(2017 QB35)",2.9233,10,8.2
"5292","(2017 QC17)",9.44466666666667,12,200
"5293","(2017 QE18)",9.67572,5,750
"5294","(2017 QG18)",7.502,1,24
"5295","(2017 QG33)",5.75001052631579,19,120
"5296","(2017 QK18)",6.00917777777778,9,75
"5297","(2017 QL33)",6.06608,10,340
"5298","(2017 QM18)",11.7986,1,1100
"5299","(2017 QN16)",4.68875,4,280
"5300","(2017 QO1)",4.5942,4,24
"5301","(2017 QO17)",4.04653333333333,3,170
"5302","(2017 QO2)",5.6668,1,99
"5303","(2017 QP16)",5.4746,1,27
"5304","(2017 QP2)",5.6451,2,52
"5305","(2017 QQ)",4.4423,2,36
"5306","(2017 QQ1)",8.6304,1,65
"5307","(2017 QQ35)",8.54546,20,240
"5308","(2017 QR16)",5.20025,4,160
"5309","(2017 QR35)",5.1894,1,52
"5310","(2017 QS16)",4.9724,1,52
"5311","(2017 QS35)",3.6549,2,390
"5312","(2017 QT1)",14.88,2,27
"5313","(2017 QV34)",5.6792,1,470
"5314","(2017 QW1)",2.96876666666667,12,34
"5315","(2017 QW17)",12.496875,16,280
"5316","(2017 QX35)",5.53246666666667,3,230
"5317","(2017 QY34)",10.4404352941176,17,390
"5318","(2017 RA14)",7.16513333333333,3,200
"5319","(2017 RB)",5.3444,1,15
"5320","(2017 RB15)",5.42872,5,18
"5321","(2017 RB16)",5.3912875,16,45
"5322","(2017 RC)",6.231,2,16
"5323","(2017 RD15)",6.0264,6,750
"5324","(2017 RH15)",3.78908571428571,7,170
"5325","(2017 RH16)",8.05225,16,41
"5326","(2017 RK15)",6.75428,5,43
"5327","(2017 RL)",8.85484,5,1200
"5328","(2017 RL16)",3.51884444444444,9,59
"5329","(2017 RL2)",0.9486,1,36
"5330","(2017 RM1)",8.2646,1,170
"5331","(2017 RM16)",3.4844,1,19
"5332","(2017 RN16)",5.3444,1,9.9
"5333","(2017 RO16)",5.7722,3,16
"5334","(2017 RO17)",6.60194146341463,41,36
"5335","(2017 RO2)",6.43146666666667,3,220
"5336","(2017 RP15)",5.4374,1,30
"5337","(2017 RP2)",1.82613846153846,13,100
"5338","(2017 RQ17)",9.4674,1,17
"5339","(2017 RR15)",9.09044,10,450
"5340","(2017 RU)",4.123,1,200
"5341","(2017 RU15)",7.2385,14,160
"5342","(2017 RU2)",5.208,1,45
"5343","(2017 RV)",12.5736,5,250
"5344","(2017 RV1)",8.21345,4,570
"5345","(2017 RX1)",3.4968,1,110
"5346","(2017 RX2)",8.28417894736842,19,31
"5347","(2017 RY15)",5.97223157894737,19,180
"5348","(2017 RZ15)",5.24451111111111,9,23
"5349","(2017 SA)",3.968,2,260
"5350","(2017 SA20)",3.9184,1,14
"5351","(2017 SB14)",9.79334285714286,7,380
"5352","(2017 SB20)",4.47592307692308,13,59
"5353","(2017 SC14)",3.9246,1,78
"5354","(2017 SC20)",7.9422,1,100
"5355","(2017 SD2)",9.4643,2,110
"5356","(2017 SD20)",7.86618260869565,23,36
"5357","(2017 SE12)",5.177,1,25
"5358","(2017 SE19)",5.68385,4,650
"5359","(2017 SE20)",6.86546666666667,3,16
"5360","(2017 SF14)",4.119125,8,78
"5361","(2017 SF2)",9.2318,1,86
"5362","(2017 SG14)",15.60726,10,520
"5363","(2017 SH16)",9.3496,1,54
"5364","(2017 SH2)",2.9822,2,120
"5365","(2017 SJ20)",9.5356,1,200
"5366","(2017 SK16)",7.33873333333333,3,160
"5367","(2017 SL14)",2.7342,8,160
"5368","(2017 SL16)",4.46491176470588,34,41
"5369","(2017 SL17)",10.3664,1,240
"5370","(2017 SL2)",4.90048,5,160
"5371","(2017 SL33)",10.9202666666667,3,650
"5372","(2017 SM17)",6.6216,1,110
"5373","(2017 SM2)",5.58,4,21
"5374","(2017 SM21)",6.1132,1,33
"5375","(2017 SN10)",5.50684,5,43
"5376","(2017 SN14)",11.9178307692308,13,1100
"5377","(2017 SN16)",5.15885925925926,27,130
"5378","(2017 SN17)",7.75372,10,170
"5379","(2017 SN2)",9.1884,1,360
"5380","(2017 SO10)",6.80295,4,71
"5381","(2017 SO17)",7.3098,1,1000
"5382","(2017 SO2)",8.52004,5,340
"5383","(2017 SO21)",3.81868333333333,12,52
"5384","(2017 SP12)",10.7353,2,490
"5385","(2017 SP19)",5.58,2,160
"5386","(2017 SP21)",4.70011666666667,12,16
"5387","(2017 SQ14)",4.6748,1,27
"5388","(2017 SR10)",3.9804,1,34
"5389","(2017 SR32)",12.2202,3,820
"5390","(2017 SS10)",7.50475555555556,9,54
"5391","(2017 SS12)",6.8324,5,23
"5392","(2017 SS17)",3.3976,1,94
"5393","(2017 SS19)",5.1584,1,860
"5394","(2017 SS32)",9.66606956521739,23,160
"5395","(2017 ST10)",9.2628,1,12
"5396","(2017 ST16)",4.9042,3,86
"5397","(2017 SU17)",7.8182,1,15
"5398","(2017 SV17)",6.786675,8,43
"5399","(2017 SV19)",0.434,1,59
"5400","(2017 SV20)",9.004725,8,1100
"5401","(2017 SX11)",8.773,3,380
"5402","(2017 SX17)",4.63083636363636,11,13
"5403","(2017 SX20)",8.37,1,90
"5404","(2017 TA)",7.6198,1,65
"5405","(2017 TA4)",14.7281,2,780
"5406","(2017 TA6)",3.13438181818182,11,23
"5407","(2017 TB)",4.13695,4,9
"5408","(2017 TC4)",4.5198,2,450
"5409","(2017 TD4)",10.4811,2,590
"5410","(2017 TD6)",7.0432,4,22
"5411","(2017 TF1)",3.38588888888889,9,27
"5412","(2017 TF2)",5.9334,2,490
"5413","(2017 TG1)",8.31048,5,160
"5414","(2017 TG4)",7.1734,3,78
"5415","(2017 TG5)",7.83502857142857,7,57
"5416","(2017 TH2)",4.3896,2,10
"5417","(2017 TH4)",9.49054666666667,15,75
"5418","(2017 TH6)",5.9954,7,310
"5419","(2017 TJ1)",4.687975,16,430
"5420","(2017 TJ2)",7.5361,2,65
"5421","(2017 TJ4)",6.48431428571429,7,54
"5422","(2017 TK1)",7.65328,5,360
"5423","(2017 TK2)",9.3062,1,41
"5424","(2017 TK6)",8.91095,4,68
"5425","(2017 TL4)",7.5578,1,78
"5426","(2017 TN4)",5.859,1,54
"5427","(2017 TN6)",12.24655,4,380
"5428","(2017 TO2)",6.5348,1,130
"5429","(2017 TO4)",9.3248,1,1300
"5430","(2017 TP2)",8.0724,1,75
"5431","(2017 TP4)",0.8339,6,33
"5432","(2017 TQ3)",10.788,2,450
